Locus	ProteinID	uniprot_id	Gene	CDS
b2450	NP_416945.2	P76550	yffS	lcl|NC_000913.3_cds_NP_416945.2_2426
b2451	NP_416946.1	P76551	eutA	lcl|NC_000913.3_cds_NP_416946.1_2427
b2452	NP_416947.1	P76552	eutH	lcl|NC_000913.3_cds_NP_416947.1_2428
b2453	NP_416948.4	P76553	eutG	lcl|NC_000913.3_cds_NP_416948.4_2429
b2454	NP_416949.1	P77277	eutJ	lcl|NC_000913.3_cds_NP_416949.1_2430
b2455	NP_416950.1	P77445	eutE	lcl|NC_000913.3_cds_NP_416950.1_2431
b2456	NP_416951.1	P0AEJ8	eutN	lcl|NC_000913.3_cds_NP_416951.1_2432
b2457	NP_416952.2	P0ABF4	eutM	lcl|NC_000913.3_cds_NP_416952.2_2433
b2458	NP_416953.1	P77218	eutD	lcl|NC_000913.3_cds_NP_416953.1_2434
b2459	NP_416954.1	P65643	eutT	lcl|NC_000913.3_cds_NP_416954.1_2435
b2460	NP_416955.1	P76555	eutQ	lcl|NC_000913.3_cds_NP_416955.1_2436
b2461	NP_416956.1	P76556	eutP	lcl|NC_000913.3_cds_NP_416956.1_2437
b2462	NP_416957.4	P63746	eutS	lcl|NC_000913.3_cds_NP_416957.4_2438
b2463	NP_416958.1	P76558	maeB	lcl|NC_000913.3_cds_NP_416958.1_2439
b2464	NP_416959.1	P0A867	talA	lcl|NC_000913.3_cds_NP_416959.1_2440
b2465	NP_416960.1	P33570	tktB	lcl|NC_000913.3_cds_NP_416960.1_2441
b2466	NP_416961.1	P76559	ypfG	lcl|NC_000913.3_cds_NP_416961.1_2442
b2467	NP_416962.1	P37128	nudK	lcl|NC_000913.3_cds_NP_416962.1_2443
b2468	NP_416963.1	P37127	aegA	lcl|NC_000913.3_cds_NP_416963.1_2444
b2469	NP_416964.1	P27896	narQ	lcl|NC_000913.3_cds_NP_416964.1_2445
b2470	NP_416965.1	P24177	acrD	lcl|NC_000913.3_cds_NP_416965.1_2446
b4606	YP_001165325.1	A5A621	ypfM	lcl|NC_000913.3_cds_YP_001165325.1_2447
b2471	NP_416966.1	P24178	yffB	lcl|NC_000913.3_cds_NP_416966.1_2448
b2472	NP_416967.1	P0AED7	dapE	lcl|NC_000913.3_cds_NP_416967.1_2449
b4547	YP_588465.1	Q2EET2	ypfN	lcl|NC_000913.3_cds_YP_588465.1_2450
b2473	NP_416968.2	P76561	ypfH	lcl|NC_000913.3_cds_NP_416968.2_2451
b2474	NP_416969.1	P76562	tmcA	lcl|NC_000913.3_cds_NP_416969.1_2452
b2475	NP_416970.1	P64429	ypfJ	lcl|NC_000913.3_cds_NP_416970.1_2453
b2476	NP_416971.1	P0A7D7	purC	lcl|NC_000913.3_cds_NP_416971.1_2454
b2477	NP_416972.4	P0A903	bamC	lcl|NC_000913.3_cds_NP_416972.4_2455
b2478	NP_416973.1	P0A6L2	dapA	lcl|NC_000913.3_cds_NP_416973.1_2456
b2479	NP_416974.4	P0A9I3	gcvR	lcl|NC_000913.3_cds_NP_416974.4_2457
b2480	NP_416975.1	P0AE52	bcp	lcl|NC_000913.3_cds_NP_416975.1_2458
b2481	NP_416976.4	P23481	hyfA	lcl|NC_000913.3_cds_NP_416976.4_2459
b2482	NP_416977.1	P23482	hyfB	lcl|NC_000913.3_cds_NP_416977.1_2460
b2483	NP_416978.4	P77858	hyfC	lcl|NC_000913.3_cds_NP_416978.4_2461
b2484	NP_416979.1	P77416	hyfD	lcl|NC_000913.3_cds_NP_416979.1_2462
b2485	NP_416980.1	P0AEW1	hyfE	lcl|NC_000913.3_cds_NP_416980.1_2463
b2486	NP_416981.1	P77437	hyfF	lcl|NC_000913.3_cds_NP_416981.1_2464
b2487	NP_416982.1	P77329	hyfG	lcl|NC_000913.3_cds_NP_416982.1_2465
b2488	NP_416983.1	P77423	hyfH	lcl|NC_000913.3_cds_NP_416983.1_2466
b2489	NP_416984.1	P77668	hyfI	lcl|NC_000913.3_cds_NP_416984.1_2467
b2490	NP_416985.4	P77453	hyfJ	lcl|NC_000913.3_cds_NP_416985.4_2468
b2491	NP_416986.4	P71229	hyfR	lcl|NC_000913.3_cds_NP_416986.4_2469
b2492	NP_416987.1	P77733	focB	lcl|NC_000913.3_cds_NP_416987.1_2470
b2493	NP_416988.1	P0AFI9	yfgO	lcl|NC_000913.3_cds_NP_416988.1_2471
b2494	NP_416989.1	P66948	bepA	lcl|NC_000913.3_cds_NP_416989.1_2472
b2495	NP_416990.1	P76569	yfgD	lcl|NC_000913.3_cds_NP_416990.1_2473
b2496	NP_416991.2	P69931	hda	lcl|NC_000913.3_cds_NP_416991.2_2474
b2497	NP_416992.1	P0AGM7	uraA	lcl|NC_000913.3_cds_NP_416992.1_2475
b2498	NP_416993.2	P0A8F0	upp	lcl|NC_000913.3_cds_NP_416993.2_2476
b2499	NP_416994.1	P08178	purM	lcl|NC_000913.3_cds_NP_416994.1_2477
b2500	NP_416995.1	P08179	purN	lcl|NC_000913.3_cds_NP_416995.1_2478
b2501	NP_416996.1	P0A7B1	ppk	lcl|NC_000913.3_cds_NP_416996.1_2479
b2502	NP_416997.1	P0AFL6	ppx	lcl|NC_000913.3_cds_NP_416997.1_2480
b2503	NP_416998.1	P77172	pdeF	lcl|NC_000913.3_cds_NP_416998.1_2481
b2504	NP_416999.1	P64545	yfgG	lcl|NC_000913.3_cds_NP_416999.1_2482
b2505	NP_417000.1	P65290	yfgH	lcl|NC_000913.3_cds_NP_417000.1_2483
b2506	NP_417001.1	P76573	yfgI	lcl|NC_000913.3_cds_NP_417001.1_2484
b2507	NP_417002.1	P04079	guaA	lcl|NC_000913.3_cds_NP_417002.1_2485
b2508	NP_417003.1	P0ADG7	guaB	lcl|NC_000913.3_cds_NP_417003.1_2486
b2509	NP_417004.1	P04994	xseA	lcl|NC_000913.3_cds_NP_417004.1_2487
b2510	NP_417005.2	P76575	yfgJ	lcl|NC_000913.3_cds_NP_417005.2_2488
b2511	NP_417006.2	P0A6P5	der	lcl|NC_000913.3_cds_NP_417006.2_2489
b2512	NP_417007.1	P77774	bamB	lcl|NC_000913.3_cds_NP_417007.1_2490
b2513	NP_417008.1	P76576	yfgM	lcl|NC_000913.3_cds_NP_417008.1_2491
b2514	NP_417009.1	P60906	hisS	lcl|NC_000913.3_cds_NP_417009.1_2492
b2515	NP_417010.1	P62620	ispG	lcl|NC_000913.3_cds_NP_417010.1_2493
b2516	NP_417011.1	P27434	rodZ	lcl|NC_000913.3_cds_NP_417011.1_2494
b2517	NP_417012.1	P36979	rlmN	lcl|NC_000913.3_cds_NP_417012.1_2495
b2518	NP_417013.1	P0A763	ndk	lcl|NC_000913.3_cds_NP_417013.1_2496
b2519	NP_417014.1	P76577	pbpC	lcl|NC_000913.3_cds_NP_417014.1_2497
b2520	NP_417015.1	P76578	yfhM	lcl|NC_000913.3_cds_NP_417015.1_2498
b2521	NP_417016.4	P31142	sseA	lcl|NC_000913.3_cds_NP_417016.4_2499
b4812	YP_010283914.1	NA	timP	lcl|NC_000913.3_cds_YP_010283914.1_2500
b2522	NP_417017.4	P0AFZ1	sseB	lcl|NC_000913.3_cds_NP_417017.4_2501
b2523	NP_417018.4	P37095	pepB	lcl|NC_000913.3_cds_NP_417018.4_2502
b2524	NP_417019.1	P0C0L9	iscX	lcl|NC_000913.3_cds_NP_417019.1_2503
b2525	NP_417020.1	P0A9R4	fdx	lcl|NC_000913.3_cds_NP_417020.1_2504
b2526	NP_417021.1	P0A6Z1	hscA	lcl|NC_000913.3_cds_NP_417021.1_2505
b2527	NP_417022.1	P0A6L9	hscB	lcl|NC_000913.3_cds_NP_417022.1_2506
b2528	NP_417023.1	P0AAC8	iscA	lcl|NC_000913.3_cds_NP_417023.1_2507
b2529	NP_417024.1	P0ACD4	iscU	lcl|NC_000913.3_cds_NP_417024.1_2508
b2530	YP_026169.1	P0A6B7	iscS	lcl|NC_000913.3_cds_YP_026169.1_2509
b2531	NP_417026.1	P0AGK8	iscR	lcl|NC_000913.3_cds_NP_417026.1_2510
b2532	NP_417027.1	P0AE01	trmJ	lcl|NC_000913.3_cds_NP_417027.1_2511
b2533	NP_417028.1	P0ADG4	suhB	lcl|NC_000913.3_cds_NP_417028.1_2512
b2534	NP_417029.4	P77538	yfhR	lcl|NC_000913.3_cds_NP_417029.4_2513
b2535	NP_417030.2	P54901	csiE	lcl|NC_000913.3_cds_NP_417030.2_2514
b2536	NP_417031.1	Q47142	hcaT	lcl|NC_000913.3_cds_NP_417031.1_2515
b2537	NP_417032.1	Q47141	hcaR	lcl|NC_000913.3_cds_NP_417032.1_2516
b4706	YP_008592385.1	U3PVA8	iroK	lcl|NC_000913.3_cds_YP_008592385.1_2517
b2538	NP_417033.1	P0ABR5	hcaE	lcl|NC_000913.3_cds_NP_417033.1_2518
b2539	NP_417034.1	Q47140	hcaF	lcl|NC_000913.3_cds_NP_417034.1_2519
b2540	NP_417035.1	P0ABW0	hcaC	lcl|NC_000913.3_cds_NP_417035.1_2520
b2541	NP_417036.1	P0CI31	hcaB	lcl|NC_000913.3_cds_NP_417036.1_2521
b2542	NP_417037.1	P77650	hcaD	lcl|NC_000913.3_cds_NP_417037.1_2522
b2543	NP_417038.4	P0AD47	yphA	lcl|NC_000913.3_cds_NP_417038.4_2523
b2544	NP_417039.1	P76584	yphB	lcl|NC_000913.3_cds_NP_417039.1_2524
b2545	NP_417040.2	P77360	yphC	lcl|NC_000913.3_cds_NP_417040.2_2525
b2546	NP_417041.1	P77315	yphD	lcl|NC_000913.3_cds_NP_417041.1_2526
b2547	NP_417042.1	P77509	yphE	lcl|NC_000913.3_cds_NP_417042.1_2527
b2548	NP_417043.1	P77269	yphF	lcl|NC_000913.3_cds_NP_417043.1_2528
b2549	NP_417044.4	P76585	yphG	lcl|NC_000913.3_cds_NP_417044.4_2529
b2550	NP_417045.4	P76586	yphH	lcl|NC_000913.3_cds_NP_417045.4_2530
b2551	NP_417046.1	P0A825	glyA	lcl|NC_000913.3_cds_NP_417046.1_2531
b2552	NP_417047.1	P24232	hmp	lcl|NC_000913.3_cds_NP_417047.1_2532
b2553	NP_417048.1	P0A9Z1	glnB	lcl|NC_000913.3_cds_NP_417048.1_2533
b2554	NP_417049.1	P0AFU4	glrR	lcl|NC_000913.3_cds_NP_417049.1_2534
b2555	NP_417050.1	P0AD44	qseG	lcl|NC_000913.3_cds_NP_417050.1_2535
b2556	NP_417051.2	P52101	glrK	lcl|NC_000913.3_cds_NP_417051.2_2536
b2557	YP_026170.1	P15254	purL	lcl|NC_000913.3_cds_YP_026170.1_2537
b2558	NP_417053.2	P0AGC5	mltF	lcl|NC_000913.3_cds_NP_417053.2_2538
b2559	NP_417054.2	P68398	tadA	lcl|NC_000913.3_cds_NP_417054.2_2539
b2560	NP_417055.4	P0AD42	pgpC	lcl|NC_000913.3_cds_NP_417055.4_2540
b2561	NP_417056.2	P37767	yfhH	lcl|NC_000913.3_cds_NP_417056.2_2541
b2562	NP_417057.1	P52102	yfhL	lcl|NC_000913.3_cds_NP_417057.1_2542
b4687	YP_002791251.1	C1P611	shoB	lcl|NC_000913.3_cds_YP_002791251.1_2543
b2563	NP_417058.1	P24224	acpS	lcl|NC_000913.3_cds_NP_417058.1_2544
b2564	NP_417059.1	P0A794	pdxJ	lcl|NC_000913.3_cds_NP_417059.1_2545
b2565	NP_417060.1	P0A7H3	recO	lcl|NC_000913.3_cds_NP_417060.1_2546
b2566	NP_417061.1	P06616	era	lcl|NC_000913.3_cds_NP_417061.1_2547
b2567	NP_417062.1	P0A7Y0	rnc	lcl|NC_000913.3_cds_NP_417062.1_2548
b2568	NP_417063.1	P00803	lepB	lcl|NC_000913.3_cds_NP_417063.1_2549
b2569	NP_417064.1	P60785	lepA	lcl|NC_000913.3_cds_NP_417064.1_2550
b2570	NP_417065.1	P46187	rseC	lcl|NC_000913.3_cds_NP_417065.1_2551
b2571	NP_417066.1	P0AFX9	rseB	lcl|NC_000913.3_cds_NP_417066.1_2552
b2572	NP_417067.1	P0AFX7	rseA	lcl|NC_000913.3_cds_NP_417067.1_2553
b2573	NP_417068.1	P0AGB6	rpoE	lcl|NC_000913.3_cds_NP_417068.1_2554
b4725	YP_009518806.1	P0DPC7	rseD	lcl|NC_000913.3_cds_YP_009518806.1_2555
b2574	NP_417069.1	P10902	nadB	lcl|NC_000913.3_cds_NP_417069.1_2556
b2575	NP_417070.2	P31825	yfiC	lcl|NC_000913.3_cds_NP_417070.2_2557
b2576	NP_417071.1	P21507	srmB	lcl|NC_000913.3_cds_NP_417071.1_2558
b2577	NP_417072.4	P33634	yfiE	lcl|NC_000913.3_cds_NP_417072.4_2559
b2578	NP_417073.1	P38101	eamB	lcl|NC_000913.3_cds_NP_417073.1_2560
b2579	NP_417074.1	P68066	grcA	lcl|NC_000913.3_cds_NP_417074.1_2561
b2580	NP_417075.1	P12295	ung	lcl|NC_000913.3_cds_NP_417075.1_2562
b2581	NP_417076.1	P0AGJ5	yfiF	lcl|NC_000913.3_cds_NP_417076.1_2563
b2582	NP_417077.1	P0AGG4	trxC	lcl|NC_000913.3_cds_NP_417077.1_2564
b2583	NP_417078.4	Q47319	tapT	lcl|NC_000913.3_cds_NP_417078.4_2565
b2584	NP_417079.1	P76594	patZ	lcl|NC_000913.3_cds_NP_417079.1_2566
b4782	YP_010051192.1	P0DSG0	pssL	lcl|NC_000913.3_cds_YP_010051192.1_2567
b2585	NP_417080.4	P23830	pssA	lcl|NC_000913.3_cds_NP_417080.4_2568
b2586	NP_417081.2	P46126	yfiM	lcl|NC_000913.3_cds_NP_417081.2_2569
b2587	NP_417082.1	P0AEX3	kgtP	lcl|NC_000913.3_cds_NP_417082.1_2570
b4783	YP_010051193.1	P0DSG1	yfiS	lcl|NC_000913.3_cds_YP_010051193.1_2571
b2592	NP_417083.1	P63284	clpB	lcl|NC_000913.3_cds_NP_417083.1_2572
b2592	YP_010051194.1	NA	clpB	lcl|NC_000913.3_cds_YP_010051194.1_2573
b2593	NP_417084.1	P33644	yfiH	lcl|NC_000913.3_cds_NP_417084.1_2574
b2594	NP_417085.1	P33643	rluD	lcl|NC_000913.3_cds_NP_417085.1_2575
b2595	NP_417086.1	P0AC02	bamD	lcl|NC_000913.3_cds_NP_417086.1_2576
b2597	NP_417088.1	P0AD49	raiA	lcl|NC_000913.3_cds_NP_417088.1_2577
b2598	NP_417089.1	P0AD72	pheL	lcl|NC_000913.3_cds_NP_417089.1_2578
b2599	NP_417090.1	P0A9J8	pheA	lcl|NC_000913.3_cds_NP_417090.1_2579
b2600	NP_417091.1	P07023	tyrA	lcl|NC_000913.3_cds_NP_417091.1_2580
b2601	NP_417092.1	P00888	aroF	lcl|NC_000913.3_cds_NP_417092.1_2581
b2602	NP_417093.2	P11289	yfiL	lcl|NC_000913.3_cds_NP_417093.2_2582
b2603	NP_417094.1	P64548	yfiR	lcl|NC_000913.3_cds_NP_417094.1_2583
b2604	NP_417095.1	P46139	dgcN	lcl|NC_000913.3_cds_NP_417095.1_2584
b2605	NP_417096.1	P07021	yfiB	lcl|NC_000913.3_cds_NP_417096.1_2585
b2606	NP_417097.1	P0A7K6	rplS	lcl|NC_000913.3_cds_NP_417097.1_2586
b2607	NP_417098.1	P0A873	trmD	lcl|NC_000913.3_cds_NP_417098.1_2587
b2608	NP_417099.4	P0A7X6	rimM	lcl|NC_000913.3_cds_NP_417099.4_2588
b2609	NP_417100.1	P0A7T3	rpsP	lcl|NC_000913.3_cds_NP_417100.1_2589
b2610	NP_417101.1	P0AGD7	ffh	lcl|NC_000913.3_cds_NP_417101.1_2590
b2611	NP_417102.4	P64432	ypjD	lcl|NC_000913.3_cds_NP_417102.4_2591
b4461	YP_026171.3	P37908	yfjD	lcl|NC_000913.3_cds_YP_026171.3_2592
b2614	NP_417104.1	P09372	grpE	lcl|NC_000913.3_cds_NP_417104.1_2593
b2615	NP_417105.1	P0A7B3	nadK	lcl|NC_000913.3_cds_NP_417105.1_2594
b2616	YP_026172.1	P05824	recN	lcl|NC_000913.3_cds_YP_026172.1_2595
b2617	NP_417107.2	P0A937	bamE	lcl|NC_000913.3_cds_NP_417107.2_2596
b2618	NP_417108.4	P52119	yfjF	lcl|NC_000913.3_cds_NP_417108.4_2597
b2619	NP_417109.1	P0AGL5	ratA	lcl|NC_000913.3_cds_NP_417109.1_2598
b2620	NP_417110.1	P0A832	smpB	lcl|NC_000913.3_cds_NP_417110.1_2599
b2622	NP_417111.1	P32053	intA	lcl|NC_000913.3_cds_NP_417111.1_2600
b2623	NP_417112.1	P52123	yfjH	lcl|NC_000913.3_cds_NP_417112.1_2601
b2624	NP_417113.1	P33997	alpA	lcl|NC_000913.3_cds_NP_417113.1_2602
b2625	NP_417114.1	P52124	yfjI	lcl|NC_000913.3_cds_NP_417114.1_2603
b2626	NP_417115.1	P52125	yfjJ	lcl|NC_000913.3_cds_NP_417115.1_2604
b2627	NP_417116.1	P52126	abpB	lcl|NC_000913.3_cds_NP_417116.1_2605
b2628	NP_417117.1	P52127	abpA	lcl|NC_000913.3_cds_NP_417117.1_2606
b2629	NP_417118.1	P52128	yfjM	lcl|NC_000913.3_cds_NP_417118.1_2607
b2630	NP_417119.1	P52129	rnlA	lcl|NC_000913.3_cds_NP_417119.1_2608
b2631	NP_417120.2	P52130	rnlB	lcl|NC_000913.3_cds_NP_417120.2_2609
b2632	YP_026173.1	P52131	yfjP	lcl|NC_000913.3_cds_YP_026173.1_2610
b2633	NP_417122.1	P52132	yfjQ	lcl|NC_000913.3_cds_NP_417122.1_2611
b2634	NP_417123.1	P52133	yfjR	lcl|NC_000913.3_cds_NP_417123.1_2612
b2635	YP_026174.2	P52134	ypjK	lcl|NC_000913.3_cds_YP_026174.2_2613
b2636	NP_417124.4	O52982	yfjS	lcl|NC_000913.3_cds_NP_417124.4_2614
b2637	NP_417125.1	P52135	yfjT	lcl|NC_000913.3_cds_NP_417125.1_2615
b2638	YP_009518807.1	P0CF86	yfjU	lcl|NC_000913.3_cds_YP_009518807.1_2616
b2642	NP_417129.1	P52138	yfjW	lcl|NC_000913.3_cds_NP_417129.1_2617
b2643	NP_417130.1	P52139	yfjX	lcl|NC_000913.3_cds_NP_417130.1_2618
b2644	NP_417131.1	P52140	yfjY	lcl|NC_000913.3_cds_NP_417131.1_2619
b4548	YP_588466.1	P58033	ypjJ	lcl|NC_000913.3_cds_YP_588466.1_2620
b2645	NP_417132.1	P52141	yfjZ	lcl|NC_000913.3_cds_NP_417132.1_2621
b2646	NP_417133.1	Q46953	ypjF	lcl|NC_000913.3_cds_NP_417133.1_2622
b2647	NP_417134.2	P52143	ypjA	lcl|NC_000913.3_cds_NP_417134.2_2623
b2649	YP_009518808.1	P76612	ypjB	lcl|NC_000913.3_cds_YP_009518808.1_2624
b2650	YP_009518809.1	P76613	ypjC	lcl|NC_000913.3_cds_YP_009518809.1_2625
b2659	NP_417145.4	P76621	glaH	lcl|NC_000913.3_cds_NP_417145.4_2626
b2660	NP_417146.2	P37339	lhgD	lcl|NC_000913.3_cds_NP_417146.2_2627
b2661	NP_417147.1	P25526	gabD	lcl|NC_000913.3_cds_NP_417147.1_2628
b2662	NP_417148.1	P22256	gabT	lcl|NC_000913.3_cds_NP_417148.1_2629
b2663	NP_417149.1	P25527	gabP	lcl|NC_000913.3_cds_NP_417149.1_2630
b2664	NP_417150.4	P37338	glaR	lcl|NC_000913.3_cds_NP_417150.4_2631
b2665	NP_417151.1	P0ADE6	kbp	lcl|NC_000913.3_cds_NP_417151.1_2632
b2666	NP_417152.1	P0AE42	yqaE	lcl|NC_000913.3_cds_NP_417152.1_2633
b2667	NP_417153.1	P77295	ygaV	lcl|NC_000913.3_cds_NP_417153.1_2634
b2668	NP_417154.1	P55734	ygaP	lcl|NC_000913.3_cds_NP_417154.1_2635
b2669	NP_417155.1	P0ACG1	stpA	lcl|NC_000913.3_cds_NP_417155.1_2636
b2670	NP_417156.1	P64550	alaE	lcl|NC_000913.3_cds_NP_417156.1_2637
b2671	NP_417157.1	P0AD53	ygaC	lcl|NC_000913.3_cds_NP_417157.1_2638
b2672	NP_417158.4	P0ADQ7	ygaM	lcl|NC_000913.3_cds_NP_417158.4_2639
b2673	NP_417159.1	P0AC65	nrdH	lcl|NC_000913.3_cds_NP_417159.1_2640
b2674	NP_417160.1	P0A772	nrdI	lcl|NC_000913.3_cds_NP_417160.1_2641
b2675	NP_417161.1	P39452	nrdE	lcl|NC_000913.3_cds_NP_417161.1_2642
b2676	NP_417162.1	P37146	nrdF	lcl|NC_000913.3_cds_NP_417162.1_2643
b2677	NP_417163.1	P14175	proV	lcl|NC_000913.3_cds_NP_417163.1_2644
b2678	NP_417164.1	P14176	proW	lcl|NC_000913.3_cds_NP_417164.1_2645
b2679	NP_417165.1	P0AFM2	proX	lcl|NC_000913.3_cds_NP_417165.1_2646
b2682	NP_417167.1	P76630	ygaZ	lcl|NC_000913.3_cds_NP_417167.1_2647
b2683	NP_417168.1	P43667	ygaH	lcl|NC_000913.3_cds_NP_417168.1_2648
b2684	NP_417169.1	P0ACR9	mprA	lcl|NC_000913.3_cds_NP_417169.1_2649
b2685	NP_417170.1	P27303	emrA	lcl|NC_000913.3_cds_NP_417170.1_2650
b2686	NP_417171.1	P0AEJ0	emrB	lcl|NC_000913.3_cds_NP_417171.1_2651
b2687	NP_417172.1	P45578	luxS	lcl|NC_000913.3_cds_NP_417172.1_2652
b2688	NP_417173.1	P0A6W9	gshA	lcl|NC_000913.3_cds_NP_417173.1_2653
b2689	NP_417174.1	P0ADR0	yqaA	lcl|NC_000913.3_cds_NP_417174.1_2654
b2690	NP_417175.1	P77475	yqaB	lcl|NC_000913.3_cds_NP_417175.1_2655
b2696	NP_417176.1	P69913	csrA	lcl|NC_000913.3_cds_NP_417176.1_2656
b2697	NP_417177.1	P00957	alaS	lcl|NC_000913.3_cds_NP_417177.1_2657
b2698	NP_417178.1	P33596	recX	lcl|NC_000913.3_cds_NP_417178.1_2658
b2699	NP_417179.1	P0A7G6	recA	lcl|NC_000913.3_cds_NP_417179.1_2659
b2700	NP_417180.1	P0A6G3	pncC	lcl|NC_000913.3_cds_NP_417180.1_2660
b2701	NP_417181.1	P41052	mltB	lcl|NC_000913.3_cds_NP_417181.1_2661
b2702	YP_026180.1	P56579	srlA	lcl|NC_000913.3_cds_YP_026180.1_2662
b2703	YP_026181.1	P56580	srlE	lcl|NC_000913.3_cds_YP_026181.1_2663
b2704	NP_417184.1	P05706	srlB	lcl|NC_000913.3_cds_NP_417184.1_2664
b2705	NP_417185.1	P05707	srlD	lcl|NC_000913.3_cds_NP_417185.1_2665
b2706	NP_417186.1	P15081	gutM	lcl|NC_000913.3_cds_NP_417186.1_2666
b2707	NP_417187.1	P15082	srlR	lcl|NC_000913.3_cds_NP_417187.1_2667
b2708	NP_417188.4	P17115	gutQ	lcl|NC_000913.3_cds_NP_417188.4_2668
b2709	NP_417189.2	P37013	norR	lcl|NC_000913.3_cds_NP_417189.2_2669
b2710	NP_417190.1	Q46877	norV	lcl|NC_000913.3_cds_NP_417190.1_2670
b2711	NP_417191.1	P37596	norW	lcl|NC_000913.3_cds_NP_417191.1_2671
b2712	NP_417192.1	P30131	hypF	lcl|NC_000913.3_cds_NP_417192.1_2672
b2713	NP_417193.1	P0AAK4	hydN	lcl|NC_000913.3_cds_NP_417193.1_2673
b2714	NP_417194.2	P24242	ascG	lcl|NC_000913.3_cds_NP_417194.2_2674
b2715	YP_026182.1	P24241	ascF	lcl|NC_000913.3_cds_YP_026182.1_2675
b2716	NP_417196.1	P24240	ascB	lcl|NC_000913.3_cds_NP_417196.1_2676
b2717	NP_417197.1	P0AEV9	hycI	lcl|NC_000913.3_cds_NP_417197.1_2677
b2718	NP_417198.1	P0AEV7	hycH	lcl|NC_000913.3_cds_NP_417198.1_2678
b2719	NP_417199.1	P16433	hycG	lcl|NC_000913.3_cds_NP_417199.1_2679
b2720	NP_417200.1	P16432	hycF	lcl|NC_000913.3_cds_NP_417200.1_2680
b2721	NP_417201.1	P16431	hycE	lcl|NC_000913.3_cds_NP_417201.1_2681
b2722	NP_417202.1	P16430	hycD	lcl|NC_000913.3_cds_NP_417202.1_2682
b2723	NP_417203.1	P16429	hycC	lcl|NC_000913.3_cds_NP_417203.1_2683
b2724	NP_417204.1	P0AAK1	hycB	lcl|NC_000913.3_cds_NP_417204.1_2684
b2725	NP_417205.1	P0AEV4	hycA	lcl|NC_000913.3_cds_NP_417205.1_2685
b2726	NP_417206.1	P0A700	hypA	lcl|NC_000913.3_cds_NP_417206.1_2686
b2727	NP_417207.1	P0AAN3	hypB	lcl|NC_000913.3_cds_NP_417207.1_2687
b2728	NP_417208.1	P0AAM3	hypC	lcl|NC_000913.3_cds_NP_417208.1_2688
b2729	NP_417209.1	P24192	hypD	lcl|NC_000913.3_cds_NP_417209.1_2689
b2730	NP_417210.2	P24193	hypE	lcl|NC_000913.3_cds_NP_417210.2_2690
b2731	NP_417211.1	P19323	fhlA	lcl|NC_000913.3_cds_NP_417211.1_2691
b2732	NP_417212.1	P25728	ygbA	lcl|NC_000913.3_cds_NP_417212.1_2692
b2733	NP_417213.1	P23909	mutS	lcl|NC_000913.3_cds_NP_417213.1_2693
b2734	NP_417214.1	P55799	pphB	lcl|NC_000913.3_cds_NP_417214.1_2694
b2735	NP_417215.2	P52598	ygbI	lcl|NC_000913.3_cds_NP_417215.2_2695
b2736	NP_417216.1	Q46888	ygbJ	lcl|NC_000913.3_cds_NP_417216.1_2696
b2737	NP_417217.1	Q46889	ygbK	lcl|NC_000913.3_cds_NP_417217.1_2697
b2738	NP_417218.1	Q46890	ygbL	lcl|NC_000913.3_cds_NP_417218.1_2698
b2739	NP_417219.1	Q46891	ygbM	lcl|NC_000913.3_cds_NP_417219.1_2699
b2740	NP_417220.1	Q46892	ygbN	lcl|NC_000913.3_cds_NP_417220.1_2700
b2741	NP_417221.1	P13445	rpoS	lcl|NC_000913.3_cds_NP_417221.1_2701
b2742	NP_417222.1	P0ADA3	nlpD	lcl|NC_000913.3_cds_NP_417222.1_2702
b2743	NP_417223.1	P0A7A5	pcm	lcl|NC_000913.3_cds_NP_417223.1_2703
b2744	NP_417224.1	P0A840	umpG	lcl|NC_000913.3_cds_NP_417224.1_2704
b2745	NP_417225.1	Q57261	truD	lcl|NC_000913.3_cds_NP_417225.1_2705
b2746	NP_417226.1	P62617	ispF	lcl|NC_000913.3_cds_NP_417226.1_2706
b2747	NP_417227.1	Q46893	ispD	lcl|NC_000913.3_cds_NP_417227.1_2707
b2748	NP_417228.1	P0A6S5	ftsB	lcl|NC_000913.3_cds_NP_417228.1_2708
b2749	NP_417229.1	P46141	ygbE	lcl|NC_000913.3_cds_NP_417229.1_2709
b2750	NP_417230.1	P0A6J1	cysC	lcl|NC_000913.3_cds_NP_417230.1_2710
b2751	NP_417231.1	P23845	cysN	lcl|NC_000913.3_cds_NP_417231.1_2711
b2752	NP_417232.1	P21156	cysD	lcl|NC_000913.3_cds_NP_417232.1_2712
b2753	NP_417233.1	P10423	iap	lcl|NC_000913.3_cds_NP_417233.1_2713
b2754	NP_417234.2	P45956	cas2	lcl|NC_000913.3_cds_NP_417234.2_2714
b2755	NP_417235.1	Q46896	cas1	lcl|NC_000913.3_cds_NP_417235.1_2715
b2756	NP_417236.1	Q46897	casE	lcl|NC_000913.3_cds_NP_417236.1_2716
b2757	NP_417237.2	Q46898	casD	lcl|NC_000913.3_cds_NP_417237.2_2717
b2758	NP_417238.1	Q46899	casC	lcl|NC_000913.3_cds_NP_417238.1_2718
b2759	NP_417239.1	P76632	casB	lcl|NC_000913.3_cds_NP_417239.1_2719
b2760	NP_417240.1	Q46901	casA	lcl|NC_000913.3_cds_NP_417240.1_2720
